Protocol,Length,Src_IP,Dst_IP,Src_Port,Dst_Port,Timestamp,Anomaly
TCP,66,10.0.2.2,10.0.2.15,5432,49910,1629119128.950346,1
TCP,66,10.0.2.2,10.0.2.15,5432,49910,1629119128.951321,1
TCP,66,10.0.2.15,10.0.2.2,49910,5432,1629119128.953306,1
TCP,74,10.0.2.15,10.0.2.2,49912,5432,1629119128.953306,1
TCP,66,10.0.2.2,10.0.2.15,5432,49910,1629119128.954282,1
TCP,74,10.0.2.2,10.0.2.15,5432,49912,1629119128.95526,1
TCP,66,10.0.2.15,10.0.2.2,49912,5432,1629119128.956202,1
TLS,583,10.0.2.15,10.0.2.2,49912,5432,1629119128.956202,1
TCP,66,10.0.2.2,10.0.2.15,5432,49912,1629119128.95819,1
TCP,66,10.0.2.2,10.0.2.15,5432,49912,1629119128.95819,1
TCP,66,10.0.2.15,10.0.2.2,49912,5432,1629119128.960141,1
TCP,74,10.0.2.15,10.0.2.2,49914,5432,1629119128.960141,1
TCP,66,10.0.2.2,10.0.2.15,5432,49912,1629119128.961081,1
TCP,74,10.0.2.2,10.0.2.15,5432,49914,1629119128.961081,1
TCP,66,10.0.2.15,10.0.2.2,49914,5432,1629119128.963066,1
TLS,583,10.0.2.15,10.0.2.2,49914,5432,1629119128.963066,1
TCP,66,10.0.2.2,10.0.2.15,5432,49914,1629119128.964041,1
TCP,66,10.0.2.2,10.0.2.15,5432,49914,1629119128.96502,1
TCP,66,10.0.2.15,10.0.2.2,49914,5432,1629119128.96696,1
TCP,74,10.0.2.15,10.0.2.2,49916,5432,1629119128.96696,1
TCP,66,10.0.2.2,10.0.2.15,5432,49914,1629119128.967929,1
TCP,74,10.0.2.2,10.0.2.15,5432,49916,1629119128.968912,1
TCP,66,10.0.2.15,10.0.2.2,49916,5432,1629119128.96989,1
TLS,583,10.0.2.15,10.0.2.2,49916,5432,1629119128.96989,1
TCP,66,10.0.2.2,10.0.2.15,5432,49916,1629119128.970842,1
TCP,66,10.0.2.2,10.0.2.15,5432,49916,1629119128.971818,1
TCP,66,10.0.2.15,10.0.2.2,49916,5432,1629119128.973797,1
TCP,74,10.0.2.15,10.0.2.2,49918,5432,1629119128.973797,1
TCP,66,10.0.2.2,10.0.2.15,5432,49916,1629119128.974745,1
TCP,74,10.0.2.2,10.0.2.15,5432,49918,1629119128.974745,1
TCP,66,10.0.2.15,10.0.2.2,49918,5432,1629119128.976752,1
TLS,583,10.0.2.15,10.0.2.2,49918,5432,1629119128.976752,1
TCP,66,10.0.2.2,10.0.2.15,5432,49918,1629119128.977699,1
TCP,66,10.0.2.2,10.0.2.15,5432,49918,1629119128.978674,1
TCP,66,10.0.2.15,10.0.2.2,49918,5432,1629119128.979651,1
TCP,74,10.0.2.15,10.0.2.2,49920,5432,1629119128.980601,1
TCP,66,10.0.2.2,10.0.2.15,5432,49918,1629119128.981578,1
TCP,74,10.0.2.2,10.0.2.15,5432,49920,1629119128.982555,1
TCP,66,10.0.2.15,10.0.2.2,49920,5432,1629119128.98353,1
TLS,583,10.0.2.15,10.0.2.2,49920,5432,1629119128.984505,1
TCP,66,10.0.2.2,10.0.2.15,5432,49920,1629119128.985481,1
TCP,66,10.0.2.2,10.0.2.15,5432,49920,1629119128.985481,1
TCP,66,10.0.2.15,10.0.2.2,49920,5432,1629119128.987466,1
TCP,74,10.0.2.15,10.0.2.2,49922,5432,1629119128.987466,1
TCP,66,10.0.2.2,10.0.2.15,5432,49920,1629119128.98841,1
TCP,74,10.0.2.2,10.0.2.15,5432,49922,1629119128.98841,1
TCP,66,10.0.2.15,10.0.2.2,49922,5432,1629119128.990396,1
TLS,583,10.0.2.15,10.0.2.2,49922,5432,1629119128.990396,1
TCP,66,10.0.2.2,10.0.2.15,5432,49922,1629119128.991338,1
TCP,66,10.0.2.2,10.0.2.15,5432,49922,1629119128.992355,1
TCP,66,10.0.2.15,10.0.2.2,49922,5432,1629119128.993322,1
TCP,74,10.0.2.15,10.0.2.2,49924,5432,1629119128.994265,1
TCP,66,10.0.2.2,10.0.2.15,5432,49922,1629119128.995244,1
TCP,74,10.0.2.2,10.0.2.15,5432,49924,1629119128.99622,1
TCP,66,10.0.2.15,10.0.2.2,49924,5432,1629119128.99817,1
TLS,583,10.0.2.15,10.0.2.2,49924,5432,1629119128.999148,1
MYSQL,132,10.0.2.2,10.0.2.15,3306,37344,1629119129.000125,1
MYSQL,86,10.0.2.2,10.0.2.15,3306,37344,1629119129.000125,1
TCP,66,10.0.2.2,10.0.2.15,3306,37344,1629119129.0011,1
TCP,66,10.0.2.2,10.0.2.15,3306,37344,1629119129.0011,1
DNS,82,10.0.2.2,8.8.8.8,49094,53,1629119129.002077,1
TCP,66,10.0.2.2,10.0.2.15,5432,49924,1629119129.003049,1
TCP,66,10.0.2.2,10.0.2.15,5432,49924,1629119129.004026,1
TCP,60,10.0.2.15,10.0.2.2,37344,3306,1629119129.005002,1
TCP,60,10.0.2.15,10.0.2.2,37344,3306,1629119129.005002,1
TCP,60,10.0.2.15,10.0.2.2,37344,3306,1629119129.005978,1
TCP,66,10.0.2.15,10.0.2.2,49924,5432,1629119129.006953,1
TCP,74,10.0.2.15,10.0.2.2,49926,5432,1629119129.006953,1
TCP,66,10.0.2.2,10.0.2.15,5432,49924,1629119129.008905,1
TCP,74,10.0.2.2,10.0.2.15,5432,49926,1629119129.008905,1
TCP,66,10.0.2.15,10.0.2.2,49926,5432,1629119129.009882,1
TLS,583,10.0.2.15,10.0.2.2,49926,5432,1629119129.010857,1
TCP,66,10.0.2.2,10.0.2.15,5432,49926,1629119129.011833,1
TCP,66,10.0.2.2,10.0.2.15,5432,49926,1629119129.012809,1
TCP,66,10.0.2.15,10.0.2.2,49926,5432,1629119129.014762,1
TCP,74,10.0.2.15,10.0.2.2,49928,5432,1629119129.014762,1
TCP,66,10.0.2.2,10.0.2.15,5432,49926,1629119129.015738,1
TCP,74,10.0.2.2,10.0.2.15,5432,49928,1629119129.015738,1
TCP,66,10.0.2.15,10.0.2.2,49928,5432,1629119129.017691,1
TLS,583,10.0.2.15,10.0.2.2,49928,5432,1629119129.017691,1
TCP,66,10.0.2.2,10.0.2.15,5432,49928,1629119129.019644,1
TCP,66,10.0.2.2,10.0.2.15,5432,49928,1629119129.020619,1
TCP,66,10.0.2.15,10.0.2.2,49928,5432,1629119129.022569,1
TCP,74,10.0.2.15,10.0.2.2,49930,5432,1629119129.022569,1
TCP,66,10.0.2.2,10.0.2.15,5432,49928,1629119129.024523,1
TCP,74,10.0.2.2,10.0.2.15,5432,49930,1629119129.024523,1
TCP,66,10.0.2.15,10.0.2.2,49930,5432,1629119129.026512,1
TLS,583,10.0.2.15,10.0.2.2,49930,5432,1629119129.026512,1
TCP,66,10.0.2.2,10.0.2.15,5432,49930,1629119129.027472,1
TCP,66,10.0.2.2,10.0.2.15,5432,49930,1629119129.028452,1
TCP,66,10.0.2.15,10.0.2.2,49930,5432,1629119129.029403,1
TCP,74,10.0.2.15,10.0.2.2,49932,5432,1629119129.030406,1
TCP,66,10.0.2.2,10.0.2.15,5432,49930,1629119129.030406,1
TCP,74,10.0.2.2,10.0.2.15,5432,49932,1629119129.03139,1
TCP,66,10.0.2.15,10.0.2.2,49932,5432,1629119129.033321,1
TLS,583,10.0.2.15,10.0.2.2,49932,5432,1629119129.033321,1
TCP,66,10.0.2.2,10.0.2.15,5432,49932,1629119129.034314,1
TCP,66,10.0.2.2,10.0.2.15,5432,49932,1629119129.035258,1
TCP,66,10.0.2.15,10.0.2.2,49932,5432,1629119129.036233,1
TCP,74,10.0.2.15,10.0.2.2,49934,5432,1629119129.037236,1
TCP,66,10.0.2.2,10.0.2.15,5432,49932,1629119129.038215,1
TCP,74,10.0.2.2,10.0.2.15,5432,49934,1629119129.038215,1
TCP,66,10.0.2.15,10.0.2.2,49934,5432,1629119129.040137,1
TLS,583,10.0.2.15,10.0.2.2,49934,5432,1629119129.040137,1
TCP,66,10.0.2.2,10.0.2.15,5432,49934,1629119129.041114,1
TCP,66,10.0.2.2,10.0.2.15,5432,49934,1629119129.042107,1
TCP,66,10.0.2.15,10.0.2.2,49934,5432,1629119129.043066,1
TCP,74,10.0.2.15,10.0.2.2,49936,5432,1629119129.044042,1
TCP,66,10.0.2.2,10.0.2.15,5432,49934,1629119129.045018,1
TCP,74,10.0.2.2,10.0.2.15,5432,49936,1629119129.045018,1
TCP,66,10.0.2.15,10.0.2.2,49936,5432,1629119129.04697,1
TLS,583,10.0.2.15,10.0.2.2,49936,5432,1629119129.04697,1
TCP,66,10.0.2.2,10.0.2.15,5432,49936,1629119129.048922,1
TCP,66,10.0.2.2,10.0.2.15,5432,49936,1629119129.048922,1
TCP,66,10.0.2.15,10.0.2.2,49936,5432,1629119129.050873,1
TCP,74,10.0.2.15,10.0.2.2,49938,5432,1629119129.050873,1
TCP,66,10.0.2.2,10.0.2.15,5432,49936,1629119129.05185,1
TCP,74,10.0.2.2,10.0.2.15,5432,49938,1629119129.05185,1
TCP,66,10.0.2.15,10.0.2.2,49938,5432,1629119129.053802,1
TLS,583,10.0.2.15,10.0.2.2,49938,5432,1629119129.053802,1
TCP,66,10.0.2.2,10.0.2.15,5432,49938,1629119129.055754,1
TCP,66,10.0.2.2,10.0.2.15,5432,49938,1629119129.055754,1
TCP,66,10.0.2.15,10.0.2.2,49938,5432,1629119129.057707,1
TCP,74,10.0.2.15,10.0.2.2,49940,5432,1629119129.057707,1
TCP,66,10.0.2.2,10.0.2.15,5432,49938,1629119129.058682,1
TCP,74,10.0.2.2,10.0.2.15,5432,49940,1629119129.060283,1
TCP,66,10.0.2.15,10.0.2.2,49940,5432,1629119129.061609,1
TLS,583,10.0.2.15,10.0.2.2,49940,5432,1629119129.062579,1
TCP,66,10.0.2.2,10.0.2.15,5432,49940,1629119129.063556,1
TCP,66,10.0.2.2,10.0.2.15,5432,49940,1629119129.064532,1
TCP,66,10.0.2.15,10.0.2.2,49940,5432,1629119129.065508,1
TCP,74,10.0.2.15,10.0.2.2,49942,5432,1629119129.066483,1
TCP,66,10.0.2.2,10.0.2.15,5432,49940,1629119129.06746,1
TCP,74,10.0.2.2,10.0.2.15,5432,49942,1629119129.06746,1
TCP,66,10.0.2.15,10.0.2.2,49942,5432,1629119129.069412,1
TLS,583,10.0.2.15,10.0.2.2,49942,5432,1629119129.069412,1
TCP,66,10.0.2.2,10.0.2.15,5432,49942,1629119129.070389,1
TCP,66,10.0.2.2,10.0.2.15,5432,49942,1629119129.071363,1
TCP,66,10.0.2.15,10.0.2.2,49942,5432,1629119129.073349,1
TCP,74,10.0.2.15,10.0.2.2,49944,5432,1629119129.074292,1
TCP,66,10.0.2.2,10.0.2.15,5432,49942,1629119129.07527,1
TCP,74,10.0.2.2,10.0.2.15,5432,49944,1629119129.07527,1
TCP,66,10.0.2.15,10.0.2.2,49944,5432,1629119129.079171,1
TLS,583,10.0.2.15,10.0.2.2,49944,5432,1629119129.079171,1
TCP,66,10.0.2.2,10.0.2.15,5432,49944,1629119129.081123,1
TCP,66,10.0.2.2,10.0.2.15,5432,49944,1629119129.083078,1
TCP,66,10.0.2.15,10.0.2.2,49944,5432,1629119129.085028,1
TCP,74,10.0.2.15,10.0.2.2,49946,5432,1629119129.085028,1
TCP,66,10.0.2.2,10.0.2.15,5432,49944,1629119129.08698,1
TCP,74,10.0.2.2,10.0.2.15,5432,49946,1629119129.08698,1
TCP,66,10.0.2.15,10.0.2.2,49946,5432,1629119129.088932,1
TLS,583,10.0.2.15,10.0.2.2,49946,5432,1629119129.089909,1
TCP,66,10.0.2.2,10.0.2.15,5432,49946,1629119129.090885,1
TCP,66,10.0.2.2,10.0.2.15,5432,49946,1629119129.091861,1
TCP,66,10.0.2.15,10.0.2.2,49946,5432,1629119129.093811,1
TCP,74,10.0.2.15,10.0.2.2,49948,5432,1629119129.093811,1
TCP,66,10.0.2.2,10.0.2.15,5432,49946,1629119129.094788,1
TCP,74,10.0.2.2,10.0.2.15,5432,49948,1629119129.095766,1
TCP,66,10.0.2.15,10.0.2.2,49948,5432,1629119129.097744,1
TLS,583,10.0.2.15,10.0.2.2,49948,5432,1629119129.097744,1
TCP,66,10.0.2.2,10.0.2.15,5432,49948,1629119129.098692,1
TCP,66,10.0.2.2,10.0.2.15,5432,49948,1629119129.099667,1
TCP,66,10.0.2.15,10.0.2.2,49948,5432,1629119129.101619,1
TCP,74,10.0.2.15,10.0.2.2,49950,5432,1629119129.101619,1
TCP,66,10.0.2.2,10.0.2.15,5432,49948,1629119129.102597,1
TCP,74,10.0.2.2,10.0.2.15,5432,49950,1629119129.103602,1
TCP,66,10.0.2.15,10.0.2.2,49950,5432,1629119129.105523,1
TLS,583,10.0.2.15,10.0.2.2,49950,5432,1629119129.105523,1
TCP,66,10.0.2.2,10.0.2.15,5432,49950,1629119129.107476,1
TCP,66,10.0.2.2,10.0.2.15,5432,49950,1629119129.108454,1
TCP,66,10.0.2.15,10.0.2.2,49950,5432,1629119129.109428,1
TCP,74,10.0.2.15,10.0.2.2,49952,5432,1629119129.110404,1
TCP,66,10.0.2.2,10.0.2.15,5432,49950,1629119129.112356,1
TCP,74,10.0.2.2,10.0.2.15,5432,49952,1629119129.112356,1
TCP,66,10.0.2.15,10.0.2.2,49952,5432,1629119129.115288,1
TLS,583,10.0.2.15,10.0.2.2,49952,5432,1629119129.116294,1
TCP,66,10.0.2.2,10.0.2.15,5432,49952,1629119129.118213,1
TCP,66,10.0.2.2,10.0.2.15,5432,49952,1629119129.119226,1
TCP,66,10.0.2.15,10.0.2.2,49952,5432,1629119129.12114,1
TCP,74,10.0.2.15,10.0.2.2,49954,5432,1629119129.12114,1
TCP,66,10.0.2.2,10.0.2.15,5432,49952,1629119129.123091,1
TCP,74,10.0.2.2,10.0.2.15,5432,49954,1629119129.123091,1
TCP,66,10.0.2.15,10.0.2.2,49954,5432,1629119129.125079,1
TLS,583,10.0.2.15,10.0.2.2,49954,5432,1629119129.126053,1
TCP,66,10.0.2.2,10.0.2.15,5432,49954,1629119129.126995,1
TCP,66,10.0.2.2,10.0.2.15,5432,49954,1629119129.127997,1
TCP,66,10.0.2.15,10.0.2.2,49954,5432,1629119129.129924,1
TCP,74,10.0.2.15,10.0.2.2,49956,5432,1629119129.129924,1
TCP,66,10.0.2.2,10.0.2.15,5432,49954,1629119129.131893,1
TCP,74,10.0.2.2,10.0.2.15,5432,49956,1629119129.138708,1
TCP,66,10.0.2.15,10.0.2.2,49956,5432,1629119129.140659,1
TLS,583,10.0.2.15,10.0.2.2,49956,5432,1629119129.141635,1
TCP,66,10.0.2.2,10.0.2.15,5432,49956,1629119129.142611,1
TCP,66,10.0.2.2,10.0.2.15,5432,49956,1629119129.143588,1
TCP,66,10.0.2.15,10.0.2.2,49956,5432,1629119129.144564,1
TCP,74,10.0.2.15,10.0.2.2,49958,5432,1629119129.145539,1
TCP,66,10.0.2.2,10.0.2.15,5432,49956,1629119129.146516,1
TCP,74,10.0.2.2,10.0.2.15,5432,49958,1629119129.146516,1
TCP,66,10.0.2.15,10.0.2.2,49958,5432,1629119129.148468,1
TLS,583,10.0.2.15,10.0.2.2,49958,5432,1629119129.148468,1
TCP,66,10.0.2.2,10.0.2.15,5432,49958,1629119129.149444,1
TCP,66,10.0.2.2,10.0.2.15,5432,49958,1629119129.150419,1
TCP,66,10.0.2.15,10.0.2.2,49958,5432,1629119129.152374,1
TCP,74,10.0.2.15,10.0.2.2,49960,5432,1629119129.15335,1
TCP,66,10.0.2.2,10.0.2.15,5432,49958,1629119129.155303,1
TCP,74,10.0.2.2,10.0.2.15,5432,49960,1629119129.157254,1
TCP,66,10.0.2.15,10.0.2.2,49960,5432,1629119129.160182,1
TLS,583,10.0.2.15,10.0.2.2,49960,5432,1629119129.16085,1
TCP,66,10.0.2.2,10.0.2.15,5432,49960,1629119129.163752,1
TCP,66,10.0.2.2,10.0.2.15,5432,49960,1629119129.164729,1
TCP,66,10.0.2.15,10.0.2.2,49960,5432,1629119129.166681,1
TCP,74,10.0.2.15,10.0.2.2,49962,5432,1629119129.167657,1
TCP,66,10.0.2.2,10.0.2.15,5432,49960,1629119129.169608,1
TCP,74,10.0.2.2,10.0.2.15,5432,49962,1629119129.169608,1
TCP,66,10.0.2.15,10.0.2.2,49962,5432,1629119129.171561,1
TLS,583,10.0.2.15,10.0.2.2,49962,5432,1629119129.172571,1
TCP,66,10.0.2.2,10.0.2.15,5432,49962,1629119129.173513,1
TCP,66,10.0.2.2,10.0.2.15,5432,49962,1629119129.174489,1
TCP,66,10.0.2.15,10.0.2.2,49962,5432,1629119129.176473,1
TCP,74,10.0.2.15,10.0.2.2,49964,5432,1629119129.176473,1
TCP,66,10.0.2.2,10.0.2.15,5432,49962,1629119129.177416,1
TCP,74,10.0.2.2,10.0.2.15,5432,49964,1629119129.178427,1
TCP,66,10.0.2.15,10.0.2.2,49964,5432,1629119129.179369,1
TLS,583,10.0.2.15,10.0.2.2,49964,5432,1629119129.180393,1
TCP,66,10.0.2.2,10.0.2.15,5432,49964,1629119129.181322,1
TCP,66,10.0.2.2,10.0.2.15,5432,49964,1629119129.18233,1
TCP,66,10.0.2.15,10.0.2.2,49964,5432,1629119129.183272,1
TCP,74,10.0.2.15,10.0.2.2,49966,5432,1629119129.18428,1
TCP,66,10.0.2.2,10.0.2.15,5432,49964,1629119129.185225,1
TCP,74,10.0.2.2,10.0.2.15,5432,49966,1629119129.185225,1
TCP,66,10.0.2.15,10.0.2.2,49966,5432,1629119129.187177,1
TLS,583,10.0.2.15,10.0.2.2,49966,5432,1629119129.187177,1
TCP,66,10.0.2.2,10.0.2.15,5432,49966,1629119129.188153,1
TCP,66,10.0.2.2,10.0.2.15,5432,49966,1629119129.189129,1
TCP,66,10.0.2.15,10.0.2.2,49966,5432,1629119129.191081,1
TCP,74,10.0.2.15,10.0.2.2,49968,5432,1629119129.192057,1
TCP,66,10.0.2.2,10.0.2.15,5432,49966,1629119129.194012,1
TCP,74,10.0.2.2,10.0.2.15,5432,49968,1629119129.194012,1
TCP,66,10.0.2.15,10.0.2.2,49968,5432,1629119129.196937,1
TLS,583,10.0.2.15,10.0.2.2,49968,5432,1629119129.196937,1
TCP,66,10.0.2.2,10.0.2.15,5432,49968,1629119129.198889,1
TCP,66,10.0.2.2,10.0.2.15,5432,49968,1629119129.199864,1
TCP,66,10.0.2.15,10.0.2.2,49968,5432,1629119129.200841,1
TCP,74,10.0.2.15,10.0.2.2,49970,5432,1629119129.200841,1
TCP,66,10.0.2.2,10.0.2.15,5432,49968,1629119129.202793,1
TCP,74,10.0.2.2,10.0.2.15,5432,49970,1629119129.202793,1
TCP,66,10.0.2.15,10.0.2.2,49970,5432,1629119129.203769,1
TLS,583,10.0.2.15,10.0.2.2,49970,5432,1629119129.204745,1
TCP,66,10.0.2.2,10.0.2.15,5432,49970,1629119129.205721,1
TCP,66,10.0.2.2,10.0.2.15,5432,49970,1629119129.205721,1
TCP,66,10.0.2.15,10.0.2.2,49970,5432,1629119129.207674,1
TCP,74,10.0.2.15,10.0.2.2,49972,5432,1629119129.207674,1
TCP,66,10.0.2.2,10.0.2.15,5432,49970,1629119129.208649,1
TCP,74,10.0.2.2,10.0.2.15,5432,49972,1629119129.209627,1
TCP,66,10.0.2.15,10.0.2.2,49972,5432,1629119129.213565,1
TLS,583,10.0.2.15,10.0.2.2,49972,5432,1629119129.214506,1
TCP,66,10.0.2.2,10.0.2.15,5432,49972,1629119129.216456,1
TCP,66,10.0.2.2,10.0.2.15,5432,49972,1629119129.217434,1
TCP,66,10.0.2.15,10.0.2.2,49972,5432,1629119129.22036,1
TCP,74,10.0.2.15,10.0.2.2,49974,5432,1629119129.22036,1
TCP,66,10.0.2.2,10.0.2.15,5432,49972,1629119129.222312,1
TCP,74,10.0.2.2,10.0.2.15,5432,49974,1629119129.222312,1
TCP,66,10.0.2.15,10.0.2.2,49974,5432,1629119129.2243,1
TLS,583,10.0.2.15,10.0.2.2,49974,5432,1629119129.2243,1
TCP,66,10.0.2.2,10.0.2.15,5432,49974,1629119129.225275,1
TCP,66,10.0.2.2,10.0.2.15,5432,49974,1629119129.226217,1
TCP,66,10.0.2.15,10.0.2.2,49974,5432,1629119129.227193,1
TCP,74,10.0.2.15,10.0.2.2,49976,5432,1629119129.227193,1
TCP,66,10.0.2.2,10.0.2.15,5432,49974,1629119129.228203,1
TCP,74,10.0.2.2,10.0.2.15,5432,49976,1629119129.229182,1
TCP,66,10.0.2.15,10.0.2.2,49976,5432,1629119129.231097,1
TLS,583,10.0.2.15,10.0.2.2,49976,5432,1629119129.232073,1
TCP,66,10.0.2.2,10.0.2.15,5432,49976,1629119129.234024,1
TCP,66,10.0.2.2,10.0.2.15,5432,49976,1629119129.234024,1
TCP,66,10.0.2.15,10.0.2.2,49976,5432,1629119129.236954,1
TCP,74,10.0.2.15,10.0.2.2,49978,5432,1629119129.236954,1
TCP,66,10.0.2.2,10.0.2.15,5432,49976,1629119129.238906,1
TCP,74,10.0.2.2,10.0.2.15,5432,49978,1629119129.238906,1
TCP,66,10.0.2.15,10.0.2.2,49978,5432,1629119129.240893,1
TLS,583,10.0.2.15,10.0.2.2,49978,5432,1629119129.241832,1
TCP,66,10.0.2.2,10.0.2.15,5432,49978,1629119129.242853,1
TCP,66,10.0.2.2,10.0.2.15,5432,49978,1629119129.243784,1
TCP,66,10.0.2.15,10.0.2.2,49978,5432,1629119129.244761,1
TCP,74,10.0.2.15,10.0.2.2,49980,5432,1629119129.245737,1
TCP,66,10.0.2.2,10.0.2.15,5432,49978,1629119129.245737,1
TCP,74,10.0.2.2,10.0.2.15,5432,49980,1629119129.246741,1
TCP,66,10.0.2.15,10.0.2.2,49980,5432,1629119129.248716,1
TLS,583,10.0.2.15,10.0.2.2,49980,5432,1629119129.248716,1
TCP,66,10.0.2.2,10.0.2.15,5432,49980,1629119129.249667,1
TCP,66,10.0.2.2,10.0.2.15,5432,49980,1629119129.250636,1
TCP,66,10.0.2.15,10.0.2.2,49980,5432,1629119129.252591,1
TCP,74,10.0.2.15,10.0.2.2,49982,5432,1629119129.252591,1
TCP,66,10.0.2.2,10.0.2.15,5432,49980,1629119129.253545,1
TCP,74,10.0.2.2,10.0.2.15,5432,49982,1629119129.253545,1
TCP,66,10.0.2.15,10.0.2.2,49982,5432,1629119129.255531,1
TLS,583,10.0.2.15,10.0.2.2,49982,5432,1629119129.255531,1
TCP,66,10.0.2.2,10.0.2.15,5432,49982,1629119129.256473,1
TCP,66,10.0.2.2,10.0.2.15,5432,49982,1629119129.257491,1
TCP,66,10.0.2.15,10.0.2.2,49982,5432,1629119129.258424,1
TCP,74,10.0.2.15,10.0.2.2,49984,5432,1629119129.259424,1
TCP,66,10.0.2.2,10.0.2.15,5432,49982,1629119129.260377,1
TCP,74,10.0.2.2,10.0.2.15,5432,49984,1629119129.260377,1
TCP,66,10.0.2.15,10.0.2.2,49984,5432,1629119129.261936,1
TLS,583,10.0.2.15,10.0.2.2,49984,5432,1629119129.261936,1
TCP,66,10.0.2.2,10.0.2.15,5432,49984,1629119129.263899,1
TCP,66,10.0.2.2,10.0.2.15,5432,49984,1629119129.263899,1
TCP,66,10.0.2.15,10.0.2.2,49984,5432,1629119129.26584,1
TCP,74,10.0.2.15,10.0.2.2,49986,5432,1629119129.26584,1
TCP,66,10.0.2.2,10.0.2.15,5432,49984,1629119129.266818,1
TCP,74,10.0.2.2,10.0.2.15,5432,49986,1629119129.267793,1
TCP,66,10.0.2.15,10.0.2.2,49986,5432,1629119129.269744,1
TLS,583,10.0.2.15,10.0.2.2,49986,5432,1629119129.269744,1
TCP,66,10.0.2.2,10.0.2.15,5432,49986,1629119129.271737,1
TCP,66,10.0.2.2,10.0.2.15,5432,49986,1629119129.271737,1
TCP,66,10.0.2.15,10.0.2.2,49986,5432,1629119129.273681,1
TCP,74,10.0.2.15,10.0.2.2,49988,5432,1629119129.273681,1
TCP,66,10.0.2.2,10.0.2.15,5432,49986,1629119129.274656,1
TCP,74,10.0.2.2,10.0.2.15,5432,49988,1629119129.2756,1
TCP,66,10.0.2.15,10.0.2.2,49988,5432,1629119129.276576,1
TLS,583,10.0.2.15,10.0.2.2,49988,5432,1629119129.277586,1
TCP,66,10.0.2.2,10.0.2.15,5432,49988,1629119129.278563,1
TCP,66,10.0.2.2,10.0.2.15,5432,49988,1629119129.278563,1
TCP,66,10.0.2.15,10.0.2.2,49988,5432,1629119129.280505,1
TCP,74,10.0.2.15,10.0.2.2,49990,5432,1629119129.280505,1
TCP,66,10.0.2.2,10.0.2.15,5432,49988,1629119129.282463,1
TCP,74,10.0.2.2,10.0.2.15,5432,49990,1629119129.282463,1
TCP,66,10.0.2.15,10.0.2.2,49990,5432,1629119129.283408,1
TLS,583,10.0.2.15,10.0.2.2,49990,5432,1629119129.284408,1
TCP,66,10.0.2.2,10.0.2.15,5432,49990,1629119129.285386,1
TCP,66,10.0.2.2,10.0.2.15,5432,49990,1629119129.285386,1
TCP,66,10.0.2.15,10.0.2.2,49990,5432,1629119129.287313,1
TCP,74,10.0.2.15,10.0.2.2,49992,5432,1629119129.288313,1
TCP,66,10.0.2.2,10.0.2.15,5432,49990,1629119129.289291,1
TCP,74,10.0.2.2,10.0.2.15,5432,49992,1629119129.289291,1
TCP,66,10.0.2.15,10.0.2.2,49992,5432,1629119129.291215,1
TLS,583,10.0.2.15,10.0.2.2,49992,5432,1629119129.291215,1
TCP,66,10.0.2.2,10.0.2.15,5432,49992,1629119129.292219,1
TCP,66,10.0.2.2,10.0.2.15,5432,49992,1629119129.293167,1
TCP,66,10.0.2.15,10.0.2.2,49992,5432,1629119129.29512,1
TCP,74,10.0.2.15,10.0.2.2,49994,5432,1629119129.29512,1
TCP,66,10.0.2.2,10.0.2.15,5432,49992,1629119129.296096,1
TCP,74,10.0.2.2,10.0.2.15,5432,49994,1629119129.296096,1
TCP,66,10.0.2.15,10.0.2.2,49994,5432,1629119129.297072,1
TLS,583,10.0.2.15,10.0.2.2,49994,5432,1629119129.298047,1
TCP,66,10.0.2.2,10.0.2.15,5432,49994,1629119129.299024,1
TCP,66,10.0.2.2,10.0.2.15,5432,49994,1629119129.3,1
TCP,66,10.0.2.15,10.0.2.2,49994,5432,1629119129.301953,1
TCP,74,10.0.2.15,10.0.2.2,49996,5432,1629119129.301953,1
TCP,66,10.0.2.2,10.0.2.15,5432,49994,1629119129.302927,1
TCP,74,10.0.2.2,10.0.2.15,5432,49996,1629119129.302927,1
TCP,66,10.0.2.15,10.0.2.2,49996,5432,1629119129.30488,1
TLS,583,10.0.2.15,10.0.2.2,49996,5432,1629119129.30488,1
TCP,66,10.0.2.2,10.0.2.15,5432,49996,1629119129.305856,1
TCP,66,10.0.2.2,10.0.2.15,5432,49996,1629119129.306832,1
TCP,66,10.0.2.15,10.0.2.2,49996,5432,1629119129.308785,1
TCP,74,10.0.2.15,10.0.2.2,49998,5432,1629119129.309759,1
TCP,66,10.0.2.2,10.0.2.15,5432,49996,1629119129.310736,1
TCP,74,10.0.2.2,10.0.2.15,5432,49998,1629119129.311713,1
TCP,66,10.0.2.15,10.0.2.2,49998,5432,1629119129.312702,1
TLS,583,10.0.2.15,10.0.2.2,49998,5432,1629119129.313736,1
TCP,66,10.0.2.2,10.0.2.15,5432,49998,1629119129.315616,1
TCP,66,10.0.2.2,10.0.2.15,5432,49998,1629119129.316592,1
TCP,66,10.0.2.15,10.0.2.2,49998,5432,1629119129.318546,1
TCP,74,10.0.2.15,10.0.2.2,50000,5432,1629119129.319521,1
TCP,66,10.0.2.2,10.0.2.15,5432,49998,1629119129.320495,1
TCP,74,10.0.2.2,10.0.2.15,5432,50000,1629119129.321475,1
TCP,66,10.0.2.15,10.0.2.2,50000,5432,1629119129.323425,1
